"station","cruiseNumber","year","month","day","longitude","latitude","pressure","temperature","salinity","sigmaTheta"
"HL2","HUD2004009",2004,4,18,-63.3158,44.266,30,1.97,32.08,25.64
"HL2","HUD2004009",2004,4,18,-63.3158,44.266,50,1.71,32.27,25.81
"HL2","HUD2004009",2004,4,18,-63.3158,44.266,75,1.73,32.4,25.91
"HL2","HUD2004009",2004,4,18,-63.3158,44.266,100,2.43,32.67,26.07
"HL2","HUD2004009",2004,4,18,-63.3158,44.266,125,4.5,33.29,26.38
"HL2","HUD2004009",2004,4,18,-63.3158,44.266,150,6.4,33.86,26.61
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,0,NA,NA,NA
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,10,1.61,31.61,25.28
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,20,1.42,31.67,25.34
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,30,0.39,31.8,25.5
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,50,0.24,31.99,25.66
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,75,0.6,32.15,25.78
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,100,1.24,32.31,25.87
"HL2","HUD2004009",2004,4,25,-63.3142,44.2653,125,1.77,32.44,25.94
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,0,3.1,31.2,24.84
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,10,3.1,31.2,24.84
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,20,3.07,31.2,24.85
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,30,0.4,31.61,25.35
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,50,1.09,32.07,25.68
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,75,0.8,32.28,25.87
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,100,2.31,32.7,26.1
"HL2","HUD2004009",2004,5,8,-63.3157,44.2663,125,6.49,33.9,26.62
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,0,4.42,31.11,24.65
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,10,4.4,31.12,24.66
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,20,3.35,31.33,24.93
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,30,2.61,31.88,25.42
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,50,0.27,32.09,25.75
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,75,0.79,32.31,25.9
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,100,1.88,32.6,26.05
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,125,5.06,33.5,26.48
"HL2","HUD2004016",2004,5,16,-63.3098,44.2667,150,6.77,34.01,26.67
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,0,4.47,31.28,24.78
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,10,5.29,31.51,24.88
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,20,5.52,31.67,24.98
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,30,1,31.7,25.39
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,50,0.36,31.89,25.58
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,75,0.65,32.16,25.78
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,100,0.86,32.3,25.88
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,125,2.72,32.81,26.16
"HL2","BCD2004666",2004,5,28,-63.3167,44.2667,150,5.1,33.48,26.46
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,0,7.08,30.99,24.25
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,10,7.05,30.99,24.25
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,20,4.28,31.57,25.03
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,30,0.9,31.69,25.39
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,50,0.11,31.97,25.66
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,75,0.92,32.21,25.81
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,100,2.11,32.58,26.03
"HL2","HUD2004019",2004,6,9,-63.3165,44.2665,125,4.14,33.22,26.36
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,0,13.31,31.34,23.5
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,10,12.17,31.63,23.94
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,20,8.48,31.77,24.67
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,30,5.09,32,25.29
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,50,2.29,32.32,25.8
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,75,1.99,32.55,26.01
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,100,2.83,32.86,26.19
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,125,5.15,33.51,26.48
"HL2","TEL2004529",2004,7,5,-63.325,44.2707,150,6.08,33.78,26.58
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,0,14.04,31.37,23.37
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,10,12.97,31.67,23.82
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,20,8.81,32.05,24.84
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,30,4.58,32.24,25.53
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,50,2.12,32.45,25.92
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,75,3.62,33.02,26.25
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,100,5.09,33.52,26.49
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,125,7.47,34.2,26.72
"HL2","TEL2004529",2004,7,6,-63.1509,44.18,150,8.67,34.58,26.84
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,0,15.38,31.41,23.12
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,10,14.97,31.53,23.31
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,20,11.56,31.89,24.26
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,30,6.62,32.22,25.28
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,50,2.26,32.46,25.92
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,75,2.86,32.83,26.16
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,100,4.9,33.44,26.45
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,125,6.96,34.05,26.67
"HL2","TEL2004529",2004,7,9,-63.4295,44.092,150,7.87,34.34,26.78
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,0,14.08,30.88,22.99
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,10,13.61,30.94,23.13
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,20,5.51,31.51,24.86
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,30,3.48,31.78,25.27
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,50,3.18,32.31,25.72
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,75,2.03,32.53,25.99
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,100,2.88,32.86,26.19
"HL2","TEL2004530",2004,7,18,-63.3215,44.2701,125,4.84,33.43,26.45
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,0,18.44,31.36,22.38
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,10,18.37,31.38,22.41
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,20,12.66,31.89,24.05
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,30,6.23,32.11,25.25
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,50,2.51,32.49,25.93
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,75,2.76,32.86,26.2
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,100,3.69,33.21,26.39
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,125,4.94,33.57,26.55
"HL2","TEL2004530",2004,7,30,-63.3234,44.2718,150,5.92,33.81,26.62
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,0,17.99,30.98,22.2
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,10,17.79,31.04,22.29
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,20,11.61,31.93,24.28
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,30,6.43,32.15,25.24
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,50,3.22,32.32,25.73
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,75,1.48,32.51,26.01
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,100,2.44,32.78,26.16
"HL2","BCD2004666",2004,8,18,-63.3183,44.2683,125,4.37,33.35,26.44
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,0,17.1,30.29,21.88
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,10,17.1,30.74,22.22
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,20,12.7,31.54,23.77
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,30,4.61,32.17,25.47
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,50,2.25,32.39,25.86
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,75,1.7,32.54,26.02
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,100,1.94,32.68,26.12
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,125,3.14,33.03,26.3
"HL2","BCD2004666",2004,9,15,-63.3167,44.2167,150,5.36,33.68,26.59
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,0,14.04,30.57,22.76
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,10,14.05,30.66,22.83
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,20,14.03,30.66,22.83
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,30,14.08,31.17,23.21
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,50,5.24,32.54,25.7
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,75,2.5,32.71,26.1
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,100,2.77,32.89,26.22
"HL2","HUD2004055",2004,10,19,-63.3012,44.2658,125,4.18,33.28,26.4
"HL2","HUD2004055",2004,10,29,-63.316,44.267,0,11.89,30.58,23.18
"HL2","HUD2004055",2004,10,29,-63.316,44.267,10,11.87,30.6,23.2
"HL2","HUD2004055",2004,10,29,-63.316,44.267,20,11.87,30.6,23.2
"HL2","HUD2004055",2004,10,29,-63.316,44.267,30,11.85,30.62,23.22
"HL2","HUD2004055",2004,10,29,-63.316,44.267,50,8.85,31.06,24.06
"HL2","HUD2004055",2004,10,29,-63.316,44.267,75,3.55,32.18,25.59
"HL2","HUD2004055",2004,10,29,-63.316,44.267,100,2.52,32.66,26.06
"HL2","HUD2004055",2004,10,29,-63.316,44.267,125,3.38,33.08,26.32
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,0,4.45,30.55,24.21
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,10,4.45,30.73,24.35
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,20,4.46,30.74,24.35
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,30,4.71,30.94,24.48
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,50,4.91,31.53,24.93
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,75,4.47,31.82,25.21
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,100,3.53,32.16,25.57
"HL2","BCD2004666",2004,12,16,-63.3167,44.2667,125,2.62,32.53,25.94
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,0,0.54,31.2,25.01
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,10,0.53,31.2,25.02
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,20,0.54,31.21,25.02
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,30,0.55,31.21,25.02
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,50,1.11,31.62,25.32
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,75,1.71,31.91,25.51
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,100,2.42,32.23,25.72
"HL2","TEL2005545",2005,2,19,-63.3223,44.2683,125,4.94,33.3,26.33
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,0,0.33,31.45,25.23
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,10,0.3,31.46,25.23
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,20,0.3,31.46,25.24
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,30,0.39,31.47,25.24
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,50,0.92,31.67,25.37
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,75,1.94,32.02,25.59
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,100,2.89,32.44,25.85
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,125,4.09,32.94,26.14
"HL2","TEL2005545",2005,3,4,-63.3216,44.2723,150,5.43,33.5,26.44
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,0,NA,NA,NA
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,10,0.07,31.39,25.19
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,20,0.06,31.38,25.18
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,30,0.14,31.44,25.23
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,50,0.29,31.51,25.28
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,75,0.34,31.54,25.3
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,100,1.68,32,25.59
"HL2","TEL2005546",2005,3,16,-63.3169,44.2724,125,2.21,32.2,25.71
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,0,NA,NA,NA
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,10,0.8,31.6,25.32
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,20,0.92,31.67,25.37
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,30,0.98,31.69,25.39
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,50,1.18,31.78,25.45
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,75,1.39,32.05,25.65
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,100,1.87,32.23,25.76
"HL2","NED2005004",2005,4,1,-63.3308,44.2572,125,3.06,32.62,25.98
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,0,1.24,30.9,24.74
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,10,0.76,31,24.85
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,20,-0.06,31.16,25.01
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,30,-0.09,31.21,25.05
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,50,1.58,31.96,25.57
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,75,1.89,32.13,25.68
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,100,2.99,32.53,25.91
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,125,5.64,33.42,26.35
"HL2","NED2005004",2005,4,10,-63.3113,44.2642,150,7.23,34.09,26.67
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,0,2.35,30.94,24.7
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,10,2.28,31.11,24.84
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,20,1.97,31.17,24.91
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,30,0.38,31.41,25.2
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,50,1.06,31.71,25.4
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,75,1.48,31.88,25.51
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,100,1.63,32.03,25.62
"HL2","BCD2005666",2005,4,27,-63.3167,44.2683,125,1.99,32.19,25.72
"HL2","BCD2005666",2005,5,31,-63.32,44.27,0,4.01,31.47,24.98
"HL2","BCD2005666",2005,5,31,-63.32,44.27,10,3.43,31.57,25.11
"HL2","BCD2005666",2005,5,31,-63.32,44.27,20,3.65,31.7,25.2
"HL2","BCD2005666",2005,5,31,-63.32,44.27,30,3.85,31.79,25.25
"HL2","BCD2005666",2005,5,31,-63.32,44.27,50,4.22,31.94,25.33
"HL2","BCD2005666",2005,5,31,-63.32,44.27,75,4.76,32.2,25.48
"HL2","BCD2005666",2005,5,31,-63.32,44.27,100,3.36,32.32,25.72
"HL2","BCD2005666",2005,5,31,-63.32,44.27,125,3.16,32.44,25.83
"HL2","BCD2005666",2005,5,31,-63.32,44.27,150,3.55,32.76,26.05
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,0,4.98,31.22,24.68
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,10,4.46,31.39,24.87
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,20,4.03,31.73,25.18
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,30,3.93,31.78,25.23
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,50,4.07,31.91,25.33
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,75,2.64,32.07,25.57
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,100,2.48,32.38,25.84
"HL2","HUD2005016",2005,6,6,-63.3182,44.266,125,3.31,32.73,26.04
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,0,8.33,31.8,24.72
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,10,8.29,31.8,24.72
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,20,7.89,31.77,24.75
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,30,5.22,31.62,24.97
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,50,3.78,31.84,25.3
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,75,2.58,31.94,25.48
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,100,2.08,32.07,25.62
"HL2","HUD2005021",2005,6,17,-63.3182,44.2658,125,3.31,32.59,25.93
"HL2","NED2005027",2005,6,27,-63.2922,44.3203,0,11.81,30.38,23.03
"HL2","NED2005027",2005,6,27,-63.2922,44.3203,10,10.12,30.83,23.68
"HL2","NED2005027",2005,6,27,-63.2922,44.3203,20,8.11,31.6,24.59
"HL2","NED2005027",2005,6,27,-63.2922,44.3203,30,5.73,31.78,25.04
"HL2","NED2005027",2005,6,27,-63.2922,44.3203,50,4.1,32.05,25.43
"HL2","NED2005027",2005,6,27,-63.2922,44.3203,75,2.53,32.27,25.74
"HL2","NED2005027",2005,6,27,-63.2922,44.3203,100,3.14,32.44,25.83
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,0,12.03,30.84,23.35
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,10,11.21,31.33,23.88
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,20,7.55,32.17,25.11
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,30,5.01,32.11,25.38
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,50,3.08,32.21,25.65
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,75,2.44,32.45,25.89
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,100,3.28,32.79,26.09
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,125,4.71,33.25,26.32
"HL2","TEL2005605",2005,7,1,-63.3185,44.2705,150,6.41,33.86,26.6
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,0,15.09,29.46,21.69
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,10,11.38,31.11,23.68
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,20,6.01,31.32,24.64
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,30,3.36,31.52,25.08
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,50,2.19,31.84,25.43
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,75,1.76,32.15,25.71
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,100,2.47,32.43,25.88
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,125,3.67,32.91,26.15
"HL2","TEL2005633",2005,7,13,-63.3223,44.2717,150,6.01,33.68,26.51
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,0,11.45,31.06,23.63
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,10,11.24,31.26,23.83
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,20,8.15,31.9,24.82
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,30,6.37,32.01,25.14
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,50,2.29,32.27,25.76
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,75,2.94,32.65,26.02
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,100,4.38,33.13,26.26
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,125,6.56,33.89,26.61
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,150,7.24,34.12,26.69
"HL2","TEL2005633",2005,7,27,-63.3255,44.2727,175,7.54,34.22,26.73
"HL2","BCD2005666",2005,8,17,-63.32,44.27,0,17.73,30.55,21.93
"HL2","BCD2005666",2005,8,17,-63.32,44.27,10,15.09,30.76,22.69
"HL2","BCD2005666",2005,8,17,-63.32,44.27,20,6.16,31.51,24.78
"HL2","BCD2005666",2005,8,17,-63.32,44.27,30,3.94,31.93,25.35
"HL2","BCD2005666",2005,8,17,-63.32,44.27,50,2.32,32.2,25.71
"HL2","BCD2005666",2005,8,17,-63.32,44.27,75,2.05,32.36,25.86
"HL2","BCD2005666",2005,8,17,-63.32,44.27,100,3.38,32.82,26.11
"HL2","BCD2005666",2005,8,17,-63.32,44.27,125,5.26,33.43,26.4
"HL2","BCD2005666",2005,8,17,-63.32,44.27,150,6.53,33.86,26.59
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,0,17.32,30.4,21.91
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,10,17.38,30.65,22.09
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,20,15.21,31.43,23.18
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,30,5.6,33.46,26.38
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,50,2.71,32.58,25.98
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,75,2.4,32.54,25.97
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,100,4.02,32.8,26.03
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,125,6.15,33.37,26.24
"HL2","BCD2005666",2005,10,5,-63.3167,44.25,150,7.4,34.1,26.66
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,0,NA,NA,NA
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,10,14.84,30.29,22.37
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,20,14.84,30.29,22.37
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,30,13.89,30.45,22.69
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,50,3.46,31.89,25.36
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,75,5.13,32.97,26.06
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,100,6.48,33.62,26.4
"HL2","HUD2005055",2005,10,17,-63.3165,44.2502,125,7.2,34.02,26.62
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,0,12.02,30.78,23.31
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,10,12.03,30.78,23.31
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,20,12.2,30.87,23.35
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,30,12.57,31.02,23.4
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,50,7.31,31.84,24.89
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,75,4.03,32.5,25.8
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,100,3.51,32.65,25.97
"HL2","HUD2005055",2005,10,28,-63.3193,44.27,125,3.75,32.8,26.06
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,0,3.07,30.68,24.43
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,10,3.06,30.68,24.43
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,20,3.24,30.75,24.47
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,30,3.45,30.87,24.55
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,50,4.47,31.62,25.05
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,75,4.03,32.51,25.8
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,100,3.99,32.55,25.84
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,125,4.13,32.6,25.87
"HL2","BCD2006666",2006,1,25,-63.3167,44.25,150,4.97,32.92,26.03
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,0,1.64,30.88,24.69
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,10,1.63,30.88,24.7
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,20,1.64,30.88,24.7
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,30,1.64,30.88,24.7
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,50,1.64,30.89,24.7
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,75,2.69,31.5,25.12
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,100,3.38,32.34,25.73
"HL2","TEL2006614",2006,2,18,-63.3225,44.2703,125,4.19,32.81,26.03
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,0,0.33,30.9,24.78
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,10,0.32,30.9,24.78
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,20,0.35,30.9,24.78
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,30,0.37,30.9,24.78
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,50,1.56,31.45,25.16
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,75,2.05,31.71,25.33
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,100,2.45,31.93,25.48
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,125,3.46,32.39,25.76
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,150,5.4,33.25,26.24
"HL2","TEL2006614",2006,3,3,-63.325,44.2712,175,5.89,33.44,26.34
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,0,0.61,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,10,0.3,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,20,0.28,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,30,0.3,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,50,1.33,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,75,1.59,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,100,2.41,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,125,4.65,NA,NA
"HL2","TEL2006615",2006,3,15,-63.3233,44.2687,150,7.83,NA,NA
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,0,1.39,30.78,24.63
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,10,0.62,30.88,24.76
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,20,0.54,31,24.85
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,30,0.59,31.15,24.97
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,50,0.56,31.38,25.16
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,75,1.12,31.73,25.41
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,100,2.83,32.39,25.82
"HL2","BCD2006666",2006,3,31,-63.3167,44.25,125,6.99,33.89,26.55
