month,river_flux,year,area
08,11133,2009,Gulf of St. Lawrence
09,9828,2009,Gulf of St. Lawrence
10,11107,2009,Gulf of St. Lawrence
11,10542,2009,Gulf of St. Lawrence
12,10989,2009,Gulf of St. Lawrence
01,10521,2008,Gulf of St. Lawrence
02,10957,2008,Gulf of St. Lawrence
03,11972,2008,Gulf of St. Lawrence
04,17566,2008,Gulf of St. Lawrence
05,16773,2008,Gulf of St. Lawrence
06,14324,2008,Gulf of St. Lawrence
07,12611,2008,Gulf of St. Lawrence
08,14234,2008,Gulf of St. Lawrence
09,10443,2008,Gulf of St. Lawrence
10,9596,2008,Gulf of St. Lawrence
11,11293,2008,Gulf of St. Lawrence
12,9836,2008,Gulf of St. Lawrence
01,10358,2007,Gulf of St. Lawrence
02,9899,2007,Gulf of St. Lawrence
03,12775,2007,Gulf of St. Lawrence
04,15293,2007,Gulf of St. Lawrence
05,12571,2007,Gulf of St. Lawrence
06,11726,2007,Gulf of St. Lawrence
07,10363,2007,Gulf of St. Lawrence
08,9634,2007,Gulf of St. Lawrence
09,9130,2007,Gulf of St. Lawrence
10,9926,2007,Gulf of St. Lawrence
11,9672,2007,Gulf of St. Lawrence
12,9772,2007,Gulf of St. Lawrence
01,11382,2006,Gulf of St. Lawrence
02,11834,2006,Gulf of St. Lawrence
03,12099,2006,Gulf of St. Lawrence
04,16392,2006,Gulf of St. Lawrence
05,14814,2006,Gulf of St. Lawrence
06,11673,2006,Gulf of St. Lawrence
07,10527,2006,Gulf of St. Lawrence
08,10537,2006,Gulf of St. Lawrence
09,10164,2006,Gulf of St. Lawrence
10,13110,2006,Gulf of St. Lawrence
11,14715,2006,Gulf of St. Lawrence
12,12590,2006,Gulf of St. Lawrence
01,9426,2005,Gulf of St. Lawrence
02,10406,2005,Gulf of St. Lawrence
03,11621,2005,Gulf of St. Lawrence
04,19429,2005,Gulf of St. Lawrence
05,15948,2005,Gulf of St. Lawrence
06,12246,2005,Gulf of St. Lawrence
07,9887,2005,Gulf of St. Lawrence
08,9328,2005,Gulf of St. Lawrence
09,9593,2005,Gulf of St. Lawrence
10,12819,2005,Gulf of St. Lawrence
11,11308,2005,Gulf of St. Lawrence
12,11241,2005,Gulf of St. Lawrence
01,10655,2004,Gulf of St. Lawrence
02,9921,2004,Gulf of St. Lawrence
03,11784,2004,Gulf of St. Lawrence
04,15160,2004,Gulf of St. Lawrence
05,14248,2004,Gulf of St. Lawrence
06,12062,2004,Gulf of St. Lawrence
07,11570,2004,Gulf of St. Lawrence
08,10842,2004,Gulf of St. Lawrence
09,9988,2004,Gulf of St. Lawrence
10,10922,2004,Gulf of St. Lawrence
11,10036,2004,Gulf of St. Lawrence
12,9709,2004,Gulf of St. Lawrence
01,8826,2003,Gulf of St. Lawrence
02,8651,2003,Gulf of St. Lawrence
03,9440,2003,Gulf of St. Lawrence
04,11624,2003,Gulf of St. Lawrence
05,12430,2003,Gulf of St. Lawrence
06,11028,2003,Gulf of St. Lawrence
07,9930,2003,Gulf of St. Lawrence
08,11218,2003,Gulf of St. Lawrence
09,9500,2003,Gulf of St. Lawrence
10,10271,2003,Gulf of St. Lawrence
11,12652,2003,Gulf of St. Lawrence
12,14667,2003,Gulf of St. Lawrence
01,9954,2002,Gulf of St. Lawrence
02,10584,2002,Gulf of St. Lawrence
03,10277,2002,Gulf of St. Lawrence
04,14731,2002,Gulf of St. Lawrence
05,14088,2002,Gulf of St. Lawrence
06,13685,2002,Gulf of St. Lawrence
07,11445,2002,Gulf of St. Lawrence
08,9736,2002,Gulf of St. Lawrence
09,9479,2002,Gulf of St. Lawrence
10,9110,2002,Gulf of St. Lawrence
11,10431,2002,Gulf of St. Lawrence
12,9198,2002,Gulf of St. Lawrence
01,9567,2001,Gulf of St. Lawrence
02,9219,2001,Gulf of St. Lawrence
03,10776,2001,Gulf of St. Lawrence
04,14024,2001,Gulf of St. Lawrence
05,12337,2001,Gulf of St. Lawrence
06,10517,2001,Gulf of St. Lawrence
07,9769,2001,Gulf of St. Lawrence
08,9198,2001,Gulf of St. Lawrence
09,9494,2001,Gulf of St. Lawrence
10,9872,2001,Gulf of St. Lawrence
11,10375,2001,Gulf of St. Lawrence
12,10265,2001,Gulf of St. Lawrence
01,10228,2000,Gulf of St. Lawrence
02,9439,2000,Gulf of St. Lawrence
03,12556,2000,Gulf of St. Lawrence
04,15474,2000,Gulf of St. Lawrence
05,15704,2000,Gulf of St. Lawrence
06,11387,2000,Gulf of St. Lawrence
07,11917,2000,Gulf of St. Lawrence
08,11151,2000,Gulf of St. Lawrence
09,9936,2000,Gulf of St. Lawrence
10,10022,2000,Gulf of St. Lawrence
11,10972,2000,Gulf of St. Lawrence
12,9039,2000,Gulf of St. Lawrence
01,8867,1999,Gulf of St. Lawrence
02,11215,1999,Gulf of St. Lawrence
03,12278,1999,Gulf of St. Lawrence
04,14570,1999,Gulf of St. Lawrence
05,11387,1999,Gulf of St. Lawrence
06,10306,1999,Gulf of St. Lawrence
07,10175,1999,Gulf of St. Lawrence
08,9599,1999,Gulf of St. Lawrence
09,10243,1999,Gulf of St. Lawrence
10,10596,1999,Gulf of St. Lawrence
11,11131,1999,Gulf of St. Lawrence
12,10824,1999,Gulf of St. Lawrence
01,12431,1998,Gulf of St. Lawrence
02,12902,1998,Gulf of St. Lawrence
03,17419,1998,Gulf of St. Lawrence
04,21519,1998,Gulf of St. Lawrence
05,14748,1998,Gulf of St. Lawrence
06,13521,1998,Gulf of St. Lawrence
07,12293,1998,Gulf of St. Lawrence
08,10259,1998,Gulf of St. Lawrence
09,10867,1998,Gulf of St. Lawrence
10,10289,1998,Gulf of St. Lawrence
11,10324,1998,Gulf of St. Lawrence
12,9307,1998,Gulf of St. Lawrence
01,10026,1997,Gulf of St. Lawrence
02,11295,1997,Gulf of St. Lawrence
03,12690,1997,Gulf of St. Lawrence
04,18965,1997,Gulf of St. Lawrence
05,21051,1997,Gulf of St. Lawrence
06,14310,1997,Gulf of St. Lawrence
07,11999,1997,Gulf of St. Lawrence
08,11288,1997,Gulf of St. Lawrence
09,10997,1997,Gulf of St. Lawrence
10,11341,1997,Gulf of St. Lawrence
11,11200,1997,Gulf of St. Lawrence
12,11326,1997,Gulf of St. Lawrence
01,10985,1996,Gulf of St. Lawrence
02,12142,1996,Gulf of St. Lawrence
03,11641,1996,Gulf of St. Lawrence
04,16277,1996,Gulf of St. Lawrence
05,18930,1996,Gulf of St. Lawrence
06,12980,1996,Gulf of St. Lawrence
07,14710,1996,Gulf of St. Lawrence
08,11540,1996,Gulf of St. Lawrence
09,12251,1996,Gulf of St. Lawrence
10,11771,1996,Gulf of St. Lawrence
11,12600,1996,Gulf of St. Lawrence
12,12643,1996,Gulf of St. Lawrence
01,14002,1995,Gulf of St. Lawrence
02,10930,1995,Gulf of St. Lawrence
03,15042,1995,Gulf of St. Lawrence
04,12245,1995,Gulf of St. Lawrence
05,13163,1995,Gulf of St. Lawrence
06,10942,1995,Gulf of St. Lawrence
07,10117,1995,Gulf of St. Lawrence
08,9904,1995,Gulf of St. Lawrence
09,9107,1995,Gulf of St. Lawrence
10,10439,1995,Gulf of St. Lawrence
11,13106,1995,Gulf of St. Lawrence
12,11758,1995,Gulf of St. Lawrence
01,9367,1994,Gulf of St. Lawrence
02,9648,1994,Gulf of St. Lawrence
03,11255,1994,Gulf of St. Lawrence
04,14557,1994,Gulf of St. Lawrence
05,15891,1994,Gulf of St. Lawrence
06,13581,1994,Gulf of St. Lawrence
07,14024,1994,Gulf of St. Lawrence
08,12379,1994,Gulf of St. Lawrence
09,11038,1994,Gulf of St. Lawrence
10,10285,1994,Gulf of St. Lawrence
11,10831,1994,Gulf of St. Lawrence
12,10529,1994,Gulf of St. Lawrence
01,10583,1993,Gulf of St. Lawrence
02,11740,1993,Gulf of St. Lawrence
03,12057,1993,Gulf of St. Lawrence
04,21069,1993,Gulf of St. Lawrence
05,15675,1993,Gulf of St. Lawrence
06,14168,1993,Gulf of St. Lawrence
07,12094,1993,Gulf of St. Lawrence
08,11085,1993,Gulf of St. Lawrence
09,10418,1993,Gulf of St. Lawrence
10,11312,1993,Gulf of St. Lawrence
11,11071,1993,Gulf of St. Lawrence
12,10892,1993,Gulf of St. Lawrence
01,9728,1992,Gulf of St. Lawrence
02,11521,1992,Gulf of St. Lawrence
03,10188,1992,Gulf of St. Lawrence
04,13399,1992,Gulf of St. Lawrence
05,13658,1992,Gulf of St. Lawrence
06,11281,1992,Gulf of St. Lawrence
07,11482,1992,Gulf of St. Lawrence
08,10469,1992,Gulf of St. Lawrence
09,10288,1992,Gulf of St. Lawrence
10,110237,1992,Gulf of St. Lawrence
11,12424,1992,Gulf of St. Lawrence
12,12110,1992,Gulf of St. Lawrence
01,10855,1991,Gulf of St. Lawrence
02,10659,1991,Gulf of St. Lawrence
03,15623,1991,Gulf of St. Lawrence
04,20141,1991,Gulf of St. Lawrence
05,14381,1991,Gulf of St. Lawrence
06,10934,1991,Gulf of St. Lawrence
07,10099,1991,Gulf of St. Lawrence
08,9795,1991,Gulf of St. Lawrence
09,9650,1991,Gulf of St. Lawrence
10,10374,1991,Gulf of St. Lawrence
11,10226,1991,Gulf of St. Lawrence
12,9919,1991,Gulf of St. Lawrence
01,10917,1990,Gulf of St. Lawrence
02,10709,1990,Gulf of St. Lawrence
03,11385,1990,Gulf of St. Lawrence
04,14925,1990,Gulf of St. Lawrence
05,14596,1990,Gulf of St. Lawrence
06,12829,1990,Gulf of St. Lawrence
07,10890,1990,Gulf of St. Lawrence
08,9884,1990,Gulf of St. Lawrence
09,9561,1990,Gulf of St. Lawrence
10,11443,1990,Gulf of St. Lawrence
11,12369,1990,Gulf of St. Lawrence
12,11860,1990,Gulf of St. Lawrence
01,9689,1989,Gulf of St. Lawrence
02,9392,1989,Gulf of St. Lawrence
03,9093,1989,Gulf of St. Lawrence
04,11560,1989,Gulf of St. Lawrence
05,13696,1989,Gulf of St. Lawrence
06,12658,1989,Gulf of St. Lawrence
07,10752,1989,Gulf of St. Lawrence
08,9795,1989,Gulf of St. Lawrence
09,9334,1989,Gulf of St. Lawrence
10,9524,1989,Gulf of St. Lawrence
11,11501,1989,Gulf of St. Lawrence
12,9165,1989,Gulf of St. Lawrence
01,10281,1988,Gulf of St. Lawrence
02,10614,1988,Gulf of St. Lawrence
03,10621,1988,Gulf of St. Lawrence
04,16250,1988,Gulf of St. Lawrence
05,12655,1988,Gulf of St. Lawrence
06,9672,1988,Gulf of St. Lawrence
07,8917,1988,Gulf of St. Lawrence
08,10143,1988,Gulf of St. Lawrence
09,9603,1988,Gulf of St. Lawrence
10,11416,1988,Gulf of St. Lawrence
11,14703,1988,Gulf of St. Lawrence
12,11377,1988,Gulf of St. Lawrence
01,11813,1987,Gulf of St. Lawrence
02,10797,1987,Gulf of St. Lawrence
03,13313,1987,Gulf of St. Lawrence
04,17250,1987,Gulf of St. Lawrence
05,12574,1987,Gulf of St. Lawrence
06,12373,1987,Gulf of St. Lawrence
07,11410,1987,Gulf of St. Lawrence
08,10181,1987,Gulf of St. Lawrence
09,9928,1987,Gulf of St. Lawrence
10,10501,1987,Gulf of St. Lawrence
11,10630,1987,Gulf of St. Lawrence
12,12071,1987,Gulf of St. Lawrence
01,11317,1986,Gulf of St. Lawrence
02,11918,1986,Gulf of St. Lawrence
03,13042,1986,Gulf of St. Lawrence
04,18577,1986,Gulf of St. Lawrence
05,16423,1986,Gulf of St. Lawrence
06,13903,1986,Gulf of St. Lawrence
07,12877,1986,Gulf of St. Lawrence
08,13077,1986,Gulf of St. Lawrence
09,13007,1986,Gulf of St. Lawrence
10,13690,1986,Gulf of St. Lawrence
11,13697,1986,Gulf of St. Lawrence
12,13513,1986,Gulf of St. Lawrence
01,11232,1985,Gulf of St. Lawrence
02,11579,1985,Gulf of St. Lawrence
03,13807,1985,Gulf of St. Lawrence
04,17180,1985,Gulf of St. Lawrence
05,16858,1985,Gulf of St. Lawrence
06,12487,1985,Gulf of St. Lawrence
07,12281,1985,Gulf of St. Lawrence
08,11794,1985,Gulf of St. Lawrence
09,10943,1985,Gulf of St. Lawrence
10,11390,1985,Gulf of St. Lawrence
11,11850,1985,Gulf of St. Lawrence
12,11273,1985,Gulf of St. Lawrence
01,10674,1984,Gulf of St. Lawrence
02,12155,1984,Gulf of St. Lawrence
03,12765,1984,Gulf of St. Lawrence
04,19377,1984,Gulf of St. Lawrence
05,16423,1984,Gulf of St. Lawrence
06,14800,1984,Gulf of St. Lawrence
07,13416,1984,Gulf of St. Lawrence
08,11690,1984,Gulf of St. Lawrence
09,11027,1984,Gulf of St. Lawrence
10,10138,1984,Gulf of St. Lawrence
11,11367,1984,Gulf of St. Lawrence
12,11513,1984,Gulf of St. Lawrence
01,11252,1983,Gulf of St. Lawrence
02,11286,1983,Gulf of St. Lawrence
03,12848,1983,Gulf of St. Lawrence
04,16700,1983,Gulf of St. Lawrence
05,21674,1983,Gulf of St. Lawrence
06,15823,1983,Gulf of St. Lawrence
07,10800,1983,Gulf of St. Lawrence
08,10069,1983,Gulf of St. Lawrence
09,9953,1983,Gulf of St. Lawrence
10,10273,1983,Gulf of St. Lawrence
11,11953,1983,Gulf of St. Lawrence
12,12826,1983,Gulf of St. Lawrence
01,10300,1982,Gulf of St. Lawrence
02,10180,1982,Gulf of St. Lawrence
03,10994,1982,Gulf of St. Lawrence
04,17893,1982,Gulf of St. Lawrence
05,15636,1982,Gulf of St. Lawrence
06,11783,1982,Gulf of St. Lawrence
07,10907,1982,Gulf of St. Lawrence
08,9971,1982,Gulf of St. Lawrence
09,10049,1982,Gulf of St. Lawrence
10,10122,1982,Gulf of St. Lawrence
11,11678,1982,Gulf of St. Lawrence
12,12887,1982,Gulf of St. Lawrence
01,10095,1981,Gulf of St. Lawrence
02,14158,1981,Gulf of St. Lawrence
03,14274,1981,Gulf of St. Lawrence
04,17847,1981,Gulf of St. Lawrence
05,14623,1981,Gulf of St. Lawrence
06,13507,1981,Gulf of St. Lawrence
07,10846,1981,Gulf of St. Lawrence
08,11606,1981,Gulf of St. Lawrence
09,12397,1981,Gulf of St. Lawrence
10,13232,1981,Gulf of St. Lawrence
11,13407,1981,Gulf of St. Lawrence
12,12181,1981,Gulf of St. Lawrence
01,11742,1980,Gulf of St. Lawrence
02,10872,1980,Gulf of St. Lawrence
03,11451,1980,Gulf of St. Lawrence
04,15717,1980,Gulf of St. Lawrence
05,13897,1980,Gulf of St. Lawrence
06,11293,1980,Gulf of St. Lawrence
07,11110,1980,Gulf of St. Lawrence
08,11277,1980,Gulf of St. Lawrence
09,11920,1980,Gulf of St. Lawrence
10,13332,1980,Gulf of St. Lawrence
11,12853,1980,Gulf of St. Lawrence
12,11719,1980,Gulf of St. Lawrence
01,9792,1979,Gulf of St. Lawrence
02,10361,1979,Gulf of St. Lawrence
03,15145,1979,Gulf of St. Lawrence
04,19320,1979,Gulf of St. Lawrence
05,18326,1979,Gulf of St. Lawrence
06,13490,1979,Gulf of St. Lawrence
07,10920,1979,Gulf of St. Lawrence
08,10400,1979,Gulf of St. Lawrence
09,11597,1979,Gulf of St. Lawrence
10,12274,1979,Gulf of St. Lawrence
11,13193,1979,Gulf of St. Lawrence
12,14042,1979,Gulf of St. Lawrence
01,11603,1978,Gulf of St. Lawrence
02,11932,1978,Gulf of St. Lawrence
03,12000,1978,Gulf of St. Lawrence
04,18280,1978,Gulf of St. Lawrence
05,17729,1978,Gulf of St. Lawrence
06,13040,1978,Gulf of St. Lawrence
07,10990,1978,Gulf of St. Lawrence
08,10316,1978,Gulf of St. Lawrence
09,9938,1978,Gulf of St. Lawrence
10,10451,1978,Gulf of St. Lawrence
11,9880,1978,Gulf of St. Lawrence
12,8950,1978,Gulf of St. Lawrence
01,9980,1977,Gulf of St. Lawrence
02,9251,1977,Gulf of St. Lawrence
03,14210,1977,Gulf of St. Lawrence
04,18650,1977,Gulf of St. Lawrence
05,13894,1977,Gulf of St. Lawrence
06,10963,1977,Gulf of St. Lawrence
07,9640,1977,Gulf of St. Lawrence
08,9698,1977,Gulf of St. Lawrence
09,10543,1977,Gulf of St. Lawrence
10,13658,1977,Gulf of St. Lawrence
11,12950,1977,Gulf of St. Lawrence
12,11819,1977,Gulf of St. Lawrence
01,11191,1976,Gulf of St. Lawrence
02,12076,1976,Gulf of St. Lawrence
03,15977,1976,Gulf of St. Lawrence
04,23723,1976,Gulf of St. Lawrence
05,20197,1976,Gulf of St. Lawrence
06,14323,1976,Gulf of St. Lawrence
07,14455,1976,Gulf of St. Lawrence
08,14132,1976,Gulf of St. Lawrence
09,12097,1976,Gulf of St. Lawrence
10,12897,1976,Gulf of St. Lawrence
11,12097,1976,Gulf of St. Lawrence
12,10482,1976,Gulf of St. Lawrence
01,11481,1975,Gulf of St. Lawrence
02,10882,1975,Gulf of St. Lawrence
03,12758,1975,Gulf of St. Lawrence
04,16630,1975,Gulf of St. Lawrence
05,17323,1975,Gulf of St. Lawrence
06,13663,1975,Gulf of St. Lawrence
07,10729,1975,Gulf of St. Lawrence
08,9855,1975,Gulf of St. Lawrence
09,10342,1975,Gulf of St. Lawrence
10,11455,1975,Gulf of St. Lawrence
11,12073,1975,Gulf of St. Lawrence
12,11874,1975,Gulf of St. Lawrence
01,12368,1974,Gulf of St. Lawrence
02,12136,1974,Gulf of St. Lawrence
03,14161,1974,Gulf of St. Lawrence
04,19903,1974,Gulf of St. Lawrence
05,25752,1974,Gulf of St. Lawrence
06,18217,1974,Gulf of St. Lawrence
07,14345,1974,Gulf of St. Lawrence
08,12774,1974,Gulf of St. Lawrence
09,11597,1974,Gulf of St. Lawrence
10,11703,1974,Gulf of St. Lawrence
11,12303,1974,Gulf of St. Lawrence
12,12758,1974,Gulf of St. Lawrence
01,11926,1973,Gulf of St. Lawrence
02,12843,1973,Gulf of St. Lawrence
03,17629,1973,Gulf of St. Lawrence
04,20020,1973,Gulf of St. Lawrence
05,18994,1973,Gulf of St. Lawrence
06,15640,1973,Gulf of St. Lawrence
07,14252,1973,Gulf of St. Lawrence
08,12984,1973,Gulf of St. Lawrence
09,12667,1973,Gulf of St. Lawrence
10,12765,1973,Gulf of St. Lawrence
11,12093,1973,Gulf of St. Lawrence
12,12842,1973,Gulf of St. Lawrence
01,9715,1972,Gulf of St. Lawrence
02,9779,1972,Gulf of St. Lawrence
03,10499,1972,Gulf of St. Lawrence
04,16007,1972,Gulf of St. Lawrence
05,22519,1972,Gulf of St. Lawrence
06,15160,1972,Gulf of St. Lawrence
07,14732,1972,Gulf of St. Lawrence
08,14048,1972,Gulf of St. Lawrence
09,12460,1972,Gulf of St. Lawrence
10,13236,1972,Gulf of St. Lawrence
11,13743,1972,Gulf of St. Lawrence
12,12268,1972,Gulf of St. Lawrence
01,10748,1971,Gulf of St. Lawrence
02,10511,1971,Gulf of St. Lawrence
03,11129,1971,Gulf of St. Lawrence
04,17237,1971,Gulf of St. Lawrence
05,19387,1971,Gulf of St. Lawrence
06,11820,1971,Gulf of St. Lawrence
07,10184,1971,Gulf of St. Lawrence
08,10572,1971,Gulf of St. Lawrence
09,10623,1971,Gulf of St. Lawrence
10,10282,1971,Gulf of St. Lawrence
11,9450,1971,Gulf of St. Lawrence
12,9717,1971,Gulf of St. Lawrence
01,10761,1970,Gulf of St. Lawrence
02,10372,1970,Gulf of St. Lawrence
03,10193,1970,Gulf of St. Lawrence
04,16363,1970,Gulf of St. Lawrence
05,16997,1970,Gulf of St. Lawrence
06,12737,1970,Gulf of St. Lawrence
07,11916,1970,Gulf of St. Lawrence
08,10845,1970,Gulf of St. Lawrence
09,10515,1970,Gulf of St. Lawrence
10,11310,1970,Gulf of St. Lawrence
11,11537,1970,Gulf of St. Lawrence
12,11242,1970,Gulf of St. Lawrence
01,10919,1969,Gulf of St. Lawrence
02,10854,1969,Gulf of St. Lawrence
03,10862,1969,Gulf of St. Lawrence
04,17910,1969,Gulf of St. Lawrence
05,19158,1969,Gulf of St. Lawrence
